,artists,count
15475,Dimitri Vegas & Like Mike;VINAI,1
15476,Pierce Fulton,1
15477,Brooks;KSHMR;Tzar,1
15478,Maurice West,1
15479,Paris Blohm;Nevlin;Romysa,1
15480,Ryos;Envy Monroe;Kaidro,1
15481,Bassjackers;MAKJ,1
15482,Yves V;Zaeden;Jermaine Fleur,1
15483,Yves V;Bhaskar;Twan Ray,1
15484,Swedish House Mafia;Mapei,1
15485,Don Diablo;Galantis,1
15486,Dimitri Vegas & Like Mike;Like Mike vs Diplo,1
15487,Martin Garrix;Pierce Fulton;Mike Shinoda,1
15488,Dimitri Vegas & Like Mike;Like Mike;Ummet Ozcan,1
15489,R3HAB;Julie Bergan,1
15490,Dimitri Vegas & Like Mike;Ne-Yo,1
15491,Deniz Koyu;Elliphant,1
15492,Steve Brian;RENÉE;Disfunktion,1
15493,Deorro;Pitbull;Elvis Crespo,1
15494,Swedish House Mafia;Seinabo Sey,1
15495,ARTY;Annie Schindel,1
15496,Gareth Emery;Roddy Woomble,1
15497,Lucas & Steve;Haris,1
15498,Lucas & Steve;DubVision;Joe Taylor,1
15499,Dash Berlin;Photographer,1
15500,Solarstone;Stoneface & Terminal,1
15501,KSHMR;Basskillers;B3nte,1
15502,KAAZE;MILLENNIAL,1
15503,Audien;M.BRONX;Riggi & Piros,1
15504,Dimitri Vegas & Like Mike;Felix Jaehn;Nea,1
15505,Matisse & Sadko;Aspyer;Matluck,1
15506,ARTY;D.O.D,1
15507,Calvin Harris;Kelis,1
15508,Otto Knows;Avicii,1
15509,Matt Nash,1
15510,Audien,1
15511,Sebjak;Fahlberg,1
15512,Borgeous;Zack Martino,1
15513,Borgeous;MORTEN;RUNAGROUND,1
15514,Martin Garrix;Troye Sivan;Dzeko,1
15515,R3HAB;Astrid S;HRVY,1
15516,Orjan Nilsen,1
15517,Hardwell;KAAZE;Jonathan Mendelsohn,1
15518,Dimitri Vegas & Like Mike;David Guetta;Daddy Yankee;Afro Bros;Natti Natasha;Dimitri Vegas;Bassjackers,1
15519,Lucas & Steve;4 Strings;Lagique,1
15520,tyDi;Kundo;London Thor,1
15521,KSHMR;Mahmut Orhan;Karra,1
15522,Mako,1
15523,Sunnery James & Ryan Marciano;Bruno Martini;Mayra,1
15524,KSHMR;NOUMENN,1
15525,Yves V;Sevek,1
15526,Marshmello;MRVLZ,1
15527,Afrojack;Thirty Seconds To Mars,1
15528,Aly & Fila,1
15529,Aly & Fila;Billy Gillies,1
15530,Armin van Buuren;Tempo Giusto,1
15531,Yves V;Axel Cooper;SHANGUY,1
15532,Ryos;Allisa Rose,1
15533,NWYR;Wiwek;W&W,1
15534,Don Diablo,1
15535,Sick Individuals,1
15536,Tom Hangs;Shermanology,1
15537,Calvin Harris;Sam Smith;David Guetta,1
15538,Dimitri Vegas & Like Mike;Vini Vici;Cherrymoon Trax,1
15539,CamelPhat;Ali Love,1
15540,Hardwell;Wildstylez;KiFi,1
15541,Swedish House Mafia;Tinie Tempah,1
15542,Bassjackers,1
15543,KSHMR;Marnik;Mitika,1
15544,Lucas & Steve;Alida,1
15545,Hardwell;W&W;Fatman Scoop,1
15546,Borgeous;tyDi,1
15547,Dimitri Vegas & Like Mike;KSHMR,1
15548,Firebeatz;KSHMR;Luciana,1
15549,Borgeous;RUNAGROUND,1
15550,Cristoph;FEMME,1
15551,R3HAB;Mokita,1
15552,BT;Jody Wisternoff,1
15553,Quintino;RYVM,1
15554,Oliver Heldens;Piero Pirupa,1
15555,Dimitri Vegas & Like Mike;Paris Hilton,1
15556,Shogun,1
15557,Dash Berlin;Roxanne Emery;Yoel Lewis,1
15558,Martin Garrix;Macklemore;Fall Out Boy;Tiësto,1
15559,The Mighty Mighty Bosstones,1
15560,Limoblaze;Moses Bliss,1
15561,Dimitri Vegas & Like Mike;Bassjackers;John Dahlbäck,1
15562,Sabotage;Funk Buia;Rappin' Hood;Instituto;Ganjaman;Duani,1
15563,Marco Antonio Muñiz;José José,1
15564,BaianaSystem;As Ganhadeiras de Itapuã,1
15565,Saul El Jaguar Alarcón,1
15566,Realidade Cruel;Nego Jam,1
15567,Enygma Rapper;Mistery,1
15568,Cynthia Luz;NOG;Pedro Lotto,1
15569,TV On The Radio,1
15570,Alberto Vazquez;Estela Nuñez,1
15571,Sabotage;Negro Util;Helião;DJ Cia,1
15572,Herva Doce,1
15573,Sabotage;Instituto;Ganjaman;Quincas,1
15574,Yahoo,1
15575,Justin Moses;Barry Bales;Bryan Sutton;Michael Cleveland;Sierra Hull,1
15576,Benny The Butcher;J. Cole,1
15577,Lil Tjay;Toosii,1
15578,Diego Herrera;Edwin Luna;Leandro Ríos;Luis Alfonso Partida El Yaki;Humberto Herrera,1
15579,BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,1
15580,amazarashi;Naeleck,1
15581,Germán Montero,1
15582,Travis,1
15583,Takr;808 Ander;ZEP;Enygma Rapper,1
15584,Sabotage;Rappin' Hood;Helião,1
15585,BaianaSystem;VANDAL,1
15586,7 Minutoz;Dk 47,1
15587,Diego Herrera;Leandro Ríos,1
15588,Samuca e a Selva;Luedji Luna,1
15589,La Original Banda El Limón de Salvador Lizárraga;El Mimoso Luis Antonio López,1
15590,Facção Central,1
15591,Oh Honey,1
15592,Projota;Dado Villa-Lobos,1
15593,Cynthia Luz;Pedro Lotto;Paiva Prod,1
15594,Jay & The Americans,1
15595,Sheff G,1
15596,Diego Herrera;Ewdin Luna y la Trakalosa de Monterrey,1
15597,Saul El Jaguar Alarcón;Banda Clave Nueva,1
15598,Maneva;Oriente;Haikaiss,1
15599,Maneva;Di Ferrero,1
15600,Diego Herrera;Humberto Herrera,1
15601,DJ Jamaika,1
15602,Os Virgulóides,1
15603,7 Minutoz;Sid;Rod 3030,1
15604,Frankie Valli & The Four Seasons,1
15605,Ben Sollee,1
15606,New Edition,1
15607,BaianaSystem;Carolaine,1
15608,Pickin' On Series;Brad Davis;Lou Ann Price,1
15609,Mike Auldridge,1
15610,Lupillo Rivera;Jenni Rivera,1
15611,Sam Bush,1
15612,Lil Tjay;Jay Critch,1
15613,Fivio Foreign;Kanye West;Alicia Keys,1
15614,Rah Swish,1
15615,MHRAP;7 MinutoZ,1
15616,Aoife O'Donovan,1
15617,Rita Lee;Zélia Duncan,1
15618,Crooked Still;Aoife O'Donovan,1
15619,22Gz;Kodak Black,1
15620,Hugh Masekela;Gugu Shezi,1
15621,Chuy Lizarraga y Su Banda Tierra Sinaloense;Marco Flores Y La Jerez,1
15622,Fivio Foreign;The Kid LAROI,1
15623,Bang Data,1
15624,Alan Bibey;Grasstowne,1
15625,BaianaSystem;Nação Zumbi,1
15626,Nomade Orquestra;Russo Passapusso,1
15627,Lil Tjay;Fivio Foreign;Kay Flock,1
15628,Flora Matos;Stereodubs,1
15629,Sabotage;Quincas Moreira,1
15630,Lil Tjay;Fivio Foreign;Pop Smoke,1
15631,Luccas Carlos;Vitão,1
15632,Conway the Machine;Ludacris;JID,1
15633,Joan Sebastian;José Manuel Figueroa II,1
15634,Edwin Luna y La Trakalosa de Monterrey;Pancho Uresti,1
15635,Sempre Livre,1
15636,Tungevaag;Kid Ink;Brennan Heart,1
15637,Sleepy Hallow;Fousheé,1
15638,Sheff G;Sleepy Hallow,1
15639,Sleepy Hallow;Alborosie,1
15640,Los Amigos Invisibles;Ferraz,1
15641,Julio Preciado;Chuy Lizarraga,1
15642,OQuadro;Dimak,1
15643,Baby Do Brasil,1
15644,Dr. Silvana & Cia.,1
15645,Rita Coolidge,1
15646,MTK;Meucci;Tasdan;Agatha,1
15647,Simple Plan;Sean Paul,1
15648,BaianaSystem;Cássia Eller,1
15649,Kail BRL;Tobal Mj,1
15650,Rael;Cynthia Luz;Malibu,1
15651,CNCO;Meghan Trainor;Sean Paul,1
15652,Becky G;KAROL G,1
15653,Becky G;Natti Natasha,1
15654,Adassa,1
15655,Boomdabash;Annalisa,1
15656,Migue Flow;El Cherry Scom,1
15657,Camilo;Pedro Capó,1
15658,Musical Youth,1
15659,Totoy El Frio;Kevin Roldan,1
15660,Totoy El Frio;Beéle,1
15661,Guaynaa;Cauty,1
15662,Camilo;Shawn Mendes,1
15663,Guaynaa;Lyanno,1
15664,Dirty Heads,1
15665,Shaggy,1
15666,Shaggy;Ricardo Ducent,1
15667,Gabriel Elias;Roberta Campos,1
15668,Boomdabash;Baby K,1
15669,Joey Montana;Mike Bahía,1
15670,Boomdabash;Loredana Bertè,1
15671,Jehza;Galindo Again;Dvice;Joniel,1
15672,Yera;Mau y Ricky,1
15673,Yera;Morat,1
15674,Yera;Trapical,1
15675,Kail BRL;Benji La Maldita Escritura De Oro,1
15676,Natan & Shander;Feid;Ryan Castro;Totoy El Frio,1
15677,Malito Malozo;Marcianeke;Tommy Boysen,1
15678,Malito Malozo;Divino;Bayriton,1
15679,K'NAAN;Black Chiney,1
15680,MAGIC!,1
15681,Enur;Natasja,1
15682,Jimmy Cliff,1
15683,Bobby Osborne;Alison Brown;Stuart Duncan;Trey Hensley;Sierra Hull;Tim O'Brien;Todd Phillips,1
15684,Snow;John Ficarrotta,1
15685,Adan La Amenaza;Nickoog Clk,1
15686,Boomdabash,1
15687,Snow,1
15688,CHEHON,1
15689,Sebastian Yatra;Isabela Merced,1
15690,Marcelo D2;Jacaré,1
15691,TIAGO IORC;Jorge Drexler,1
15692,KAROL G;Maldy,1
15693,BaianaSystem;Samba de Lata de Tijuaçú,1
15694,Diego Herrera;Leandro Ríos;Pancho Uresti,1
15695,La Original Banda El Limón de Salvador Lizárraga;Joel Elizalde,1
15696,Inimigos Do Rei,1
15697,Felícia Rock;MHRAP,1
15698,Rappin' Hood,1
15699,Takr;Sidney Scaccio;MHRAP,1
15700,Cynthia Luz;Dalsin,1
15701,Sebastian Yatra;Ñejo;Dalmata,1
15702,MTK;Cammie;Anchietx,1
15703,Lil Tjay;Lil Durk,1
15704,Marcelo D2,1
15705,Edwin Luna y La Trakalosa de Monterrey;Banda La Reyna de Monterrey;La Atraktiva de Monterrey,1
15706,Edwin Luna y La Trakalosa de Monterrey;Big Javy,1
15707,El Chapo De Sinaloa,1
15708,Charlie Brown Jr.;LION dj,1
15709,Edwin Luna y La Trakalosa de Monterrey;Kombo Kolombia,1
15710,KAROL G;Mariah Angeliq,1
15711,KAROL G;Bad Bunny,1
15712,KAROL G;Bad Bunny;Quavo,1
15713,KAROL G;Maluma,1
15714,Sebastian Yatra;Mau y Ricky,1
15715,Sebastian Yatra;Nacho;Wisin,1
15716,Sebastian Yatra;Rauw Alejandro;Manuel Turizo,1
15717,Sebastian Yatra;Reik,1
15718,Sebastian Yatra;Rauw Alejandro;Manuel Turizo;Cosculluela;Lalo Ebratt;Llane;Dalmata,1
15719,Sebastian Yatra;Jhayco,1
15720,Sebastian Yatra;Luis Figueroa;Lary Over,1
15721,Sebastian Yatra;Guaynaa,1
15722,Sebastian Yatra;Myke Towers,1
15723,Sebastian Yatra;Alvaro Diaz,1
15724,R. City;Adam Levine,1
15725,KAROL G;Cosculluela,1
15726,KAROL G;Camilo,1
15727,KAROL G;Nicki Minaj,1
15728,KAROL G;Anuel AA;J Balvin,1
15729,KAROL G;Wisin & Yandel;Nicky Jam;Ivy Queen;Zion;Alberto Stylee,1
15730,KAROL G;J Balvin;Nicky Jam,1
15731,The Greencards,1
15732,High Fidelity,1
15733,The Monroe Brothers,1
15734,Coma;Iza Lach,1
15735,Pappo's Blues,1
15736,TERREVIENTO,1
15737,Iggy Pop,1
15738,El Bordo;Facundo Soto,1
15739,Vulgaires Machins,1
15740,Rybičky 48;Bára Zemanová;Pokáč,1
15741,Captaine Révolte,1
15742,Rumatera,1
15743,Pickpocket,1
15744,Luxtorpeda,1
15745,Cielo Razzo,1
15746,Bowling For Soup,1
15747,Iné Kafe,1
15748,Le Fly;Liedfett;Jaya The Cat;Chefboss;Kalle Krass;Flo Mega;257ers;Smith & Smart;Pensen Paletti;Captain Gips;Sondaschule;Triebwerk 3;Vollka Putt,1
15749,Infierno 18,1
15750,Devil Presley,1
15751,De Nalgas,1
15752,Civilní Obrana,1
15753,Rogers,1
15754,Señor Kino,1
15755,Beatsteaks,1
15756,Sektor Gaza,1
15757,Cuchillazo,1
15758,Muchy,1
15759,Graffiti 3X,1
15760,Odio a Botero,1
15761,The Jesus and Mary Chain,1
15762,Simple Plan;State Champs;We The Kings,1
15763,Tragedis,1
15764,Liedfett;Schmiddlfinga,1
15765,Comunidade Nin-jitsu,1
15766,Marcelo Nova;Raul Seixas,1
15767,Tilt,1
15768,Netral,1
15769,NTRL,1
15770,Tungas,1
15771,Coma,1
15772,Patti Smith,1
15773,The Maine;renforshort,1
15774,Zvlášňý škola,1
15775,Jaksi Taksi;Harlej,1
15776,Lil Tjay;Polo G;Fivio Foreign,1
15777,The New Mastersounds;Spellbinder,1
15778,Les Dales Hawerchuk,1
15779,wander wildner,1
15780,Çilekeş,1
15781,Schmutzki,1
15782,Rybičky 48;Vašek Bláha,1
15783,Samuca e a Selva;Criolo,1
15784,Comunidade Nin-jitsu;Armandinho,1
15785,The Psychedelic Furs,1
15786,Los Peores De Chile,1
15787,Letter Day Story,1
15788,Circus No. 9;Jeff Sipe,1
15789,Super Ratones,1
15790,Architecture In Helsinki,1
15791,Set It Off;Ash Costello,1
15792,Watkins Family Hour;Jon Brion,1
15793,Os Replicantes,1
15794,Nefesh Mountain,1
15795,Endank Soekamti;Ndarboy Genk,1
15796,3OH!3;Katy Perry;Matt Squire,1
15797,Distimia Agorafóbica,1
15798,Moptop,1
15799,1280 Almas,1
15800,Depresszió,1
15801,Terrorgruppe;Skinhead Black,1
15802,Athena;Aylin Aslım;Bülent Ortaçgil;Feridun Düzağaç;Koray Candemir;mor ve ötesi;Nejat Yavaşoğulları;Vega,1
15803,Kaçak,1
15804,Hot Chelle Rae;New Boyz,1
15805,Hassisen Kone,1
15806,Rebel'd Punk,1
15807,eXterio,1
15808,Tyrävyö;Jimi Pääkallo,1
15809,Autoramas,1
15810,Štěpán Soukup,1
15811,Peligrosos Gorriones,1
15812,Tehosekoitin,1
15813,El Otro Yo,1
15814,NTRL;Indra7,1
15815,Endank Soekamti;E'snanas,1
15816,Endank Soekamti;CJR,1
15817,Chite,1
15818,Casanovas schwule Seite,1
15819,Luis Alberto Spinetta;Fito Paez,1
15820,František Sahula,1
15821,Delux,1
15822,Dos Minutos,1
15823,Vesku Jokinen;Sundin Pojat,1
15824,No Future,1
15825,Starlit,1
15826,Hoolahoop;Aska Pratama,1
15827,V-Osasto,1
15828,Stand Here Alone;Asep Balon,1
15829,Desmod,1
15830,Milliarden,1
15831,Loveless,1
15832,Voodoo Glow Skulls,1
15833,Gerap Gurita,1
15834,LETTER FOR ME,1
15835,Fiersa Besari;Vica,1
15836,MOD SUN;Machine Gun Kelly;Goody Grace,1
15837,Yellowcard,1
15838,Charta 77,1
15839,Köttgrottorna,1
15840,LØLØ,1
15841,Herr D.K.;Resi Reiner,1
15842,Expulsados,1
15843,Tony Allen;Damon Albarn,1
15844,Subhira,1
15845,Flora Matos;Chris Beats Zn,1
15846,Lil Tjay;Offset;Moneybagg Yo,1
15847,Sleepy Hallow;347aidan,1
15848,Sleepy Hallow,1
15849,The Doc Watson Family,1
15850,Lil Tjay;6LACK,1
15851,Kazik,1
15852,Krymplings,1
15853,Glory of Love,1
15854,Drunk High Jinks,1
15855,Del McCoury,1
15856,Horrorpops,1
15857,Over Distortion;Tonggos Darurat,1
15858,Wszyscy Byliśmy Harcerzami,1
15859,Night to Remember,1
15860,Hidden Message,1
15861,Dochi Sadega,1
15862,Перемотка,1
15863,Stand Here Alone;Putri,1
15864,Cobra Starship;Sabi,1
15865,The Run Around,1
15866,Billy Talent,1
15867,Against The Current,1
15868,BaianaSystem;Roberto Mendes,1
15869,Los Ex,1
15870,Herra Ylppö,1
15871,División Minúscula;Mariana Priego,1
15872,Huora,1
15873,Yelo Molo,1
15874,Jauría,1
15875,Árbol;Natalie Perez,1
15876,Tolidos,1
15877,Liedfett,1
15878,Rashit;Teoman,1
15879,Maanam,1
15880,BRDigung,1
15881,"nothing,nowhere.;Buddy Nielsen",1
15882,Laurie Lewis;The Right Hands;Linda Ronstadt,1
15883,Herra Ylppö;Yeboyah,1
15884,BaianaSystem;Bule Bule;Rapadura,1
15885,Sputnik,1
15886,Hoolahoop,1
15887,Green Day;John Gallagher Jr.;Rebecca Naomi Jones;Stark Sands;The American Idiot Broadway Company,1
15888,Busted,1
15889,Shit Present,1
15890,Juanafé;Demian Rodríguez,1
15891,Lebanon Hanover,1
15892,The Runaways,1
15893,Rebellion Rose;Havinhell,1
15894,Spitfire,1
15895,En Svensk Tiger,1
15896,Le Tigre,1
15897,Где Фантом?,1
15898,Chumbawamba,1
15899,The Ting Tings,1
15900,Los Amigos Invisibles;C-Funk;Mcklopedia,1
15901,Cobra Starship;Icona Pop;Rob Orton,1
15902,Dimitri Vegas & Like Mike;Afro Bros;Sebastian Yatra;Camilo;Emilia;Dimitri Vegas;Like Mike,1
15903,KSHMR;Nevve,1
15904,Becky G;Bad Bunny,1
15905,Anand Raj Anand,1
15906,Naresh Iyer;Ujjayinee;Madhumitha,1
15907,Hemant Kumar;S. D. Burman,1
15908,Harris Jayaraj;Bhavatharini;Tippu;Dhanush;Abhay Jodhpurkar,1
15909,Kishore Kumar;Anette,1
15910,Jatin-Lalit,1
15911,Silambarasan TR;Yuvan Shankar Raja,1
15912,Shaan;Udit Narayan;Shreya Ghoshal;Sunidhi Chauhan;Rahul Saxena,1
15913,Arijit Singh;Rochak Kohli,1
15914,Sajid-Wajid;Yasser Desai,1
15915,A.R. Rahman;Haricharan;Shreya Ghoshal,1
15916,KK;Sonal Chauhan,1
15917,Yasser Desai;Raj Meena,1
15918,Armaan Malik;TRI.BE;Lost Stories,1
15919,Yasser Desai;Abhishek Kapur;Charlie Chauhan,1
15920,Mithoon;Shilpa Rao,1
15921,Arijit Singh;Mujtaba Aziz Naza;Altamash Faridi;Farhan Sabri,1
15922,Harish Raghavendra;Sri Charan;Mega Chorus,1
15923,Jassie Gift,1
15924,Hariharan;Sujatha,1
15925,Srinivas;Sujatha,1
15926,Anu Malik;Papon;Varun Grover,1
15927,Arijit Singh;Tulsi Kumar,1
15928,Thaman S,1
15929,Harris Jayaraj;Unni Menon;Bombay Jayashri,1
15930,Kumar Sanu;Sadhana Sargam,1
15931,Ash King;Jigar Saraiya;Sachin-Jigar;Raftaar;Sidharth Malhotra,1
15932,Silambarasan TR;Andrea,1
15933,Srinivas,1
15934,Sonu Nigam;Mahalakshmi Iyer,1
15935,Atif Aslam;Sunidhi Chauhan,1
15936,Haricharan;Mohana,1
15937,Arijit Singh;Rahat Fateh Ali Khan;Asees Kaur;Tanishk Bagchi;Sachet Tandon;Parampara Tandon;Abhijeet Srivastava;Tulsi Kumar;Jubin Nautiyal;Guru Randhawa;Arko;Dhvani Bhanushali;Yo Yo Honey Singh;Meet Bros.;Pritam;Payal Dev;Abhijit Vaghani;Jaani;Kedrock;Sd Style,1
15938,Dev Negi;Seepi Jha,1
15939,Neha Kakkar;Dhvani Bhanushali;Ikka,1
15940,Mamta Sharma;Aishwarya,1
15941,A.R. Rahman;Sanah Moidutty,1
15942,Kumar Sanu;R. D. Burman,1
15943,Arijit Singh;Shadab;Altamash Faridi,1
15944,Hariharan;Swarnalatha,1
15945,Harris Jayaraj;Karthik;Priya Hemesh,1
15946,D. Imman;VV Prassanna;Vandana Srinivasan,1
15947,Asha Bhosle;Abhijeet,1
15948,Mano;K. S. Chithra,1
15949,A.R. Rahman;Shreya Ghoshal;Mohit Chauhan;Gulzar,1
15950,Ajay Gogavale;Shreya Ghoshal,1
15951,Santhosh Narayanan;Dhanush;Meenakshi Elayaraja,1
15952,Himesh Reshammiya;Krishna;Ahir,1
15953,Arijit Singh;Shreya Ghoshal,1
15954,Abhijeet;Alka Yagnik,1
15955,Arijit Singh;Sachet-Parampara,1
15956,Amaal Mallik;Armaan Malik;Rajesh Roshan,1
15957,Unni Menon;S. Janaki,1
15958,Shankar-Ehsaan-Loy;Shankar Mahadevan,1
15959,G. V. Prakash;Dhee,1
15960,Achu,1
15961,Asha Bhosle;Vinod Rathod,1
15962,Kishore Kumar;S. D. Burman,1
15963,Mukesh;Kanchan;Kalyanji-Anandji,1
15964,Atif Aslam;Tanishk Bagchi,1
15965,Salman Khan,1
15966,Rahat Fateh Ali Khan;Shreya Ghoshal,1
15967,Kavita Krishnamurthy;Udit Narayan;Alka Yagnik,1
15968,Hariharan;Anuradha,1
15969,Thaman S;Chiranjeevi;Salman Khan,1
15970,Kunal Ganjawala;Richa Sharma,1
15971,KK;K. S. Chithra,1
15972,A.R. Rahman;Sam Vishal;Rakshita Suresh,1
15973,A.R. Rahman;Lata Mangeshkar,1
15974,Sajid-Wajid;Mamta Sharma;Sarosh Sami,1
15975,Jyotica Tangri;Shaan;Subhro Ganguly;Gourov-Roshin;Laxmikant–Pyarelal,1
15976,Ankit Tiwari;Manoj Muntashir;Dj Amit Shah,1
15977,Javed Ali;Sadhana Sargam;Anisadh,1
15978,KK;Sunidhi Chauhan,1
15979,Mithoon;Papon,1
15980,Sean Roldan;Shakthisree Gopalan,1
15981,A.R. Rahman;Madhushree;Hentry Kuruvila,1
15982,Harris Jayaraj;Bombay Jayashri;Krish,1
15983,Mano;Sujatha,1
15984,Santhosh Narayanan;Pradeep Kumar;Ananthu,1
15985,Ghibran;Sathyaprakash,1
15986,Mohammed Rafi;Sanam,1
15987,Harris Jayaraj;Karthik,1
15988,Harris Jayaraj;Chinmayi,1
15989,Santhosh Narayanan;Vijaynarain,1
15990,Sachet-Parampara;Sachet Tandon,1
15991,Swarnalatha,1
15992,Mithoon;Aditya Narayan,1
15993,Vishal-Shekhar;Rahat Fateh Ali Khan;Irshad Kamil,1
15994,Roop Kumar Rathod;AK Bhuker,1
15995,Vishal-Shekhar;Sanam Puri;Neeti Mohan,1
15996,KK;Shreya Ghoshal,1
15997,Monty Sharma;Parthiv Gohil,1
15998,Udit Narayan;Kavita Krishnamurthy,1
15999,Saindhavi,1
16000,G. V. Prakash;Sithara Krishnakumar,1
16001,Monty Sharma;Shail Hada,1
16002,Mohammed Rafi;Kishore Kumar;Asha Bhosle;Usha Mangeshkar,1
16003,Neha Bhasin,1
16004,Karthik;Chinmayi,1
16005,Harris Jayaraj;Karthik;Harini;Dr. Burn;Maya,1
16006,Tulsi Kumar;Arjun Kanungo;Vayu;Diksha C,1
16007,A.R. Rahman;NJ;Neeraj Madhav,1
16008,Mukesh;Salil Chowdhury,1
16009,A.R. Rahman;Sarthak Kalyani;Mira Sengupta,1
16010,Vishal-Shekhar;Suraj Jagan;Mahalakshmi Iyer,1
16011,Arijit Singh;Sruthy Sasidharan,1
16012,Shankar-Ehsaan-Loy;Sukhwinder Singh;Loy Mendonsa;Shankar Mahadevan,1
16013,KK;Suzanne,1
16014,Pav Dharia,1
16015,D. Imman;Sean Roldan;Kalyani Nair,1
16016,Unnikrishnan,1
16017,Sonu Nigam;Saindhavi;G. V. Prakash,1
16018,Harris Jayaraj;Naresh Iyer;Mukesh;Gopal Rao;Mahathi;Ranina Reddy,1
16019,Vijay;Shreya Ghoshal,1
16020,Santhosh Narayanan;Arunraja Kamaraj,1
16021,Rahat Fateh Ali Khan;Nish Asher,1
16022,Hariharan;Asha Bhosle,1
16023,Santhosh Narayanan;Ananthu;Pradeep Kumar;Shweta Mohan,1
16024,Lata Mangeshkar;Gajendra Verma,1
16025,Thaman S;Harika Narayan,1
16026,Sohail Sen;Neha Bhasin;Bappi Lahiri;Irshad Kamil,1
16027,Sonu Nigam;Shreya Ghoshal;Kunal Ganjawala;Sadhana Sargam;Shankar Mahadevan,1
16028,Shankar-Ehsaan-Loy;Clinton Cerejo;Dominique Cerejo;Loy Mendonsa,1
16029,Amit Trivedi;Vishal Dadlani;Sunidhi Chauhan;Habib Faisal,1
16030,Kumar Sanu;Udit Narayan;Alka Yagnik;Kavita Krishnamurthy,1
16031,Atif Aslam;Chinmayi,1
16032,Lata Mangeshkar;Udit Narayan,1
16033,Karthik;Bombay Jeyashree,1
16034,Rekha Bhardwaj;Anurag Saikia;Raj Shekhar;Mismatched,1
16035,Meet Bros.;Neha Kakkar;Jassie Gill,1
16036,Neha Kakkar;Rohanpreet Singh;Rajat Nagpal,1
16037,A.R. Rahman;Vijay Prakash;Suzanne D'Mello;Blaaze,1
16038,KK;DJ Marcelo,1
16039,Shankar-Ehsaan-Loy;Shreya Ghoshal;Javed Bashir;Yusuf Mohammed;Vajid Ali,1
16040,Hariharan;Kavita Krishnamurthy,1
16041,Asha Bhosle;Nigel Akkara,1
16042,Yasser Desai;Altamash Faridi;Rashmi Virag,1
16043,Sonu Nigam;Kavita Krishnamurthy,1
16044,A.R. Rahman;Shreya Ghoshal;Uday Mazumdar,1
16045,Diljit Dosanjh;JBee;Ikky;Tory Lanez,1
16046,Kumar Sanu,1
16047,Haricharan;Gopi Sundar,1
16048,Mamta Sharma;Wajid,1
16049,Arijit Singh;Nihira Joshi Deshpande,1
16050,Javed Ali;Pritam,1
16051,Rekha Bhardwaj;Arijit Singh,1
16052,Pushpavanam Kuppusamy;Swarnalatha,1
16053,A.R. Rahman;Srinidhi Venkatesh,1
16054,Vijay Yesudas;Shweta Mohan;Prince George,1
16055,Mamta Sharma;Shaheer Sheikh,1
16056,Neeraj Shridhar;Sunidhi Chauhan,1
16057,Atif Aslam;Tulsi Kumar,1
16058,KK;KSW,1
16059,Shreya Ghoshal;Osman Mir;Souumil Shringarpure;Siddharth Mahadevan,1
16060,Sonu Nigam;Hema Sardesai;Shankar Mahadevan,1
16061,Vijay Yesudas,1
16062,Amit Trivedi;Shreya Ghoshal;Kavita Seth,1
16063,Himesh Reshammiya;Shreya Ghoshal,1
16064,Bappi Lahiri;Anuradha Paudwal;Badshah,1
16065,Neha Kakkar;Manj Musik;Herbie Sahara,1
16066,Vishal-Shekhar;Vishal Dadlani,1
16067,KK;Dominique,1
16068,Rahat Fateh Ali Khan;Richa Sharma,1
16069,Sathyaprakash;Shakthisree Gopalan,1
16070,Achu;Hemachandra Vedala,1
16071,G. V. Prakash;Naresh Iyer;Shreya Ghoshal;Haricharan,1
16072,Armaan Malik;Shraddha Kapoor,1
16073,Lata Mangeshkar;Gulzar;R. D. Burman,1
16074,Santhosh Narayanan;Dhanush;Dhee,1
16075,Shafqat Amanat Ali;Clinton Cerejo,1
16076,Harshdeep Kaur;Benny Dayal,1
16077,Amaal Mallik;Palak Muchhal,1
16078,Diljit Dosanjh;Anne-Marie;Intense,1
16079,Shaarib Toshi;Toshi Sabri,1
16080,Zubeen Garg,1
16081,Bombay Jayashri;Harish Raghavendra;O.S. Arun,1
16082,Meet Bros.;Palak Muchhal;Altamash Faridi,1
16083,Atif Aslam;Jam8,1
16084,G. V. Prakash;Dhanush;Aishwarya R Dhanush;Andrea Jeremiah,1
16085,Anu Malik;Monali Thakur;Varun Grover,1
16086,All Good Things,1
16087,Kamaal Khan,1
16088,Thaman S;Sri Krishna;Jonita Gandhi,1
16089,Arijit Singh;Jasleen Royal,1
16090,Ankit Tiwari;Palak Muchhal,1
16091,Shaan;Kavita Krishnamurthy,1
16092,Rahat Fateh Ali Khan;Asees Kaur;Tanishk Bagchi,1
16093,Vishal-Shekhar;Shafqat Amanat Ali;Sunidhi Chauhan,1
16094,Vishal-Shekhar;Snigdhajit Bhowmik;Ananya Chakraborty,1
16095,Ash King;Sachin-Jigar,1
16096,Atif Aslam;Sunidhi Chauhan;Pritam,1
16097,Diljit Dosanjh;Capo;Ikky;Tory Lanez,1
16098,Diljit Dosanjh;Sukhbir;Dhvani Bhanushali;Dj Chetas;Lijo George,1
16099,Neeti Mohan,1
